"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1972-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","30548","","","","0"
"1972-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","29589","","","","0"
"1972-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","30282","","","","0"
"1972-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31507","","","","0"
"1973-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31746","","","","0"
"1973-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32199","","","","0"
"1973-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32545","","","","0"
"1973-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33291","","","","0"
"1974-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33610","","","","0"
"1974-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34010","","","","0"
"1974-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34595","","","","0"
"1974-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34456","","","","0"
"1975-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34442","","","","0"
"1975-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35281","","","","0"
"1975-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36040","","","","0"
"1975-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36220","","","","0"
"1976-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36120","","","","0"
"1976-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35820","","","","0"
"1976-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35554","","","","0"
"1976-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36146","","","","0"
"1977-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36506","","","","0"
"1977-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35933","","","","0"
"1977-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36925","","","","0"
"1977-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38017","","","","0"
"1978-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37524","","","","0"
"1978-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36965","","","","0"
"1978-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37191","","","","0"
"1978-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38297","","","","0"
"1979-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39149","","","","0"
"1979-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37757","","","","0"
"1979-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37464","","","","0"
"1979-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39162","","","","0"
"1980-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38343","","","","0"
"1980-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39734","","","","0"
"1980-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39029","","","","0"
"1980-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39415","","","","0"
"1981-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","40673","","","","0"
"1981-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","40130","","","","0"
"1981-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","40145","","","","0"
"1981-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","40175","","","","0"
"1982-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39499","","","","0"
"1982-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39948","","","","0"
"1982-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39808","","","","0"
"1982-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39387","","","","0"
"1983-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39668","","","","0"
"1983-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38894","","","","0"
"1983-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","39212","","","","0"
"1983-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37913","","","","0"
"1984-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37906","","","","0"
"1984-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38293","","","","0"
"1984-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38345","","","","0"
"1984-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38203","","","","0"
"1985-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","38413","","","","0"
"1985-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37987","","","","0"
"1985-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37878","","","","0"
"1985-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37565","","","","0"
"1986-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","37236","","","","0"
"1986-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36905","","","","0"
"1986-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36912","","","","0"
"1986-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36672","","","","0"
"1987-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36300","","","","0"
"1987-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36597","","","","0"
"1987-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36219","","","","0"
"1987-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36186","","","","0"
"1988-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35654","","","","0"
"1988-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35874","","","","0"
"1988-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36132","","","","0"
"1988-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36136","","","","0"
"1989-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36262","","","","0"
"1989-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36001","","","","0"
"1989-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35371","","","","0"
"1989-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34695","","","","0"
"1990-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34523","","","","0"
"1990-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34189","","","","0"
"1990-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34066","","","","0"
"1990-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33850","","","","0"
"1991-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33420","","","","0"
"1991-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32602","","","","0"
"1991-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32269","","","","0"
"1991-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31933","","","","0"
"1992-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31729","","","","0"
"1992-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31596","","","","0"
"1992-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31230","","","","0"
"1992-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","30995","","","","0"
"1993-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","30921","","","","0"
"1993-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","30885","","","","0"
"1993-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","30269","","","","0"
"1993-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","29924","","","","0"
"1994-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","31578","","","","0"
"1994-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32401","","","","0"
"1994-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32915","","","","0"
"1994-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33086","","","","0"
"1995-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32713","","","","0"
"1995-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33398","","","","0"
"1995-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33842","","","","0"
"1995-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33670","","","","0"
"1996-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33117","","","","0"
"1996-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32692","","","","0"
"1996-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32435","","","","0"
"1996-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","32707","","","","0"
"1997-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33177","","","","0"
"1997-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","33567","","","","0"
"1997-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34139","","","","0"
"1997-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34235","","","","0"
"1998-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34888","","","","0"
"1998-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35013","","","","0"
"1998-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34963","","","","0"
"1998-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34737","","","","0"
"1999-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","34935","","","","0"
"1999-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35138","","","","0"
"1999-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35530","","","","0"
"1999-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36183","","","","0"
"2000-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35652","","","","0"
"2000-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35724","","","","0"
"2000-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35896","","","","0"
"2000-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36105","","","","0"
"2001-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36310","","","","0"
"2001-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36297","","","","0"
"2001-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36142","","","","0"
"2001-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36215","","","","0"
"2002-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36628","","","","0"
"2002-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36167","","","","0"
"2002-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36418","","","","0"
"2002-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36445","","","","0"
"2003-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36292","","","","0"
"2003-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36101","","","","0"
"2003-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36256","","","","0"
"2003-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36479","","","","0"
"2004-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36230","","","","0"
"2004-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36157","","","","0"
"2004-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36325","","","","0"
"2004-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36111","","","","0"
"2005-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36032","","","","0"
"2005-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35998","","","","0"
"2005-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","35969","","","","0"
"2005-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Alcoholic beverages,  tobacco and cannabis [C12]","Dollars","81","millions","6","v61988961","1.1.1.4","36339","","","","0"
