"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1961-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","37146","","","","0"
"1961-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","38476","","","","0"
"1961-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","38871","","","","0"
"1961-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","38446","","","","0"
"1962-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","39497","","","","0"
"1962-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","39567","","","","0"
"1962-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","39598","","","","0"
"1962-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","39992","","","","0"
"1963-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","40154","","","","0"
"1963-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","40526","","","","0"
"1963-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","40680","","","","0"
"1963-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","40943","","","","0"
"1964-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","41716","","","","0"
"1964-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","41886","","","","0"
"1964-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","42188","","","","0"
"1964-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","42737","","","","0"
"1965-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","42528","","","","0"
"1965-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","42714","","","","0"
"1965-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","43340","","","","0"
"1965-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","44322","","","","0"
"1966-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","42822","","","","0"
"1966-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","43905","","","","0"
"1966-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","44639","","","","0"
"1966-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","45064","","","","0"
"1967-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","45590","","","","0"
"1967-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46039","","","","0"
"1967-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46248","","","","0"
"1967-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","45567","","","","0"
"1968-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","45884","","","","0"
"1968-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46023","","","","0"
"1968-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46309","","","","0"
"1968-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46062","","","","0"
"1969-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46990","","","","0"
"1969-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","47083","","","","0"
"1969-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","46827","","","","0"
"1969-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","47701","","","","0"
"1970-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","47431","","","","0"
"1970-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","47230","","","","0"
"1970-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","48730","","","","0"
"1970-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","51042","","","","0"
"1971-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","48846","","","","0"
"1971-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","49353","","","","0"
"1971-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","50157","","","","0"
"1971-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","50756","","","","0"
"1972-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","50200","","","","0"
"1972-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","51554","","","","0"
"1972-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","50581","","","","0"
"1972-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","50980","","","","0"
"1973-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","51965","","","","0"
"1973-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","52406","","","","0"
"1973-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","51639","","","","0"
"1973-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","52539","","","","0"
"1974-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","54208","","","","0"
"1974-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","52878","","","","0"
"1974-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","54032","","","","0"
"1974-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","52479","","","","0"
"1975-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","53579","","","","0"
"1975-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","54063","","","","0"
"1975-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","53960","","","","0"
"1975-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","54583","","","","0"
"1976-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","53918","","","","0"
"1976-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","54649","","","","0"
"1976-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","55816","","","","0"
"1976-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","55985","","","","0"
"1977-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","53996","","","","0"
"1977-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","55520","","","","0"
"1977-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56390","","","","0"
"1977-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56499","","","","0"
"1978-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56946","","","","0"
"1978-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56432","","","","0"
"1978-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","55296","","","","0"
"1978-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","55882","","","","0"
"1979-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56710","","","","0"
"1979-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56650","","","","0"
"1979-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56626","","","","0"
"1979-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56499","","","","0"
"1980-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","57593","","","","0"
"1980-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","57490","","","","0"
"1980-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56995","","","","0"
"1980-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56390","","","","0"
"1981-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","56511","","","","0"
"1981-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","57049","","","","0"
"1981-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","57444","","","","0"
"1981-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","59451","","","","0"
"1982-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58580","","","","0"
"1982-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","57946","","","","0"
"1982-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","57981","","","","0"
"1982-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58155","","","","0"
"1983-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58647","","","","0"
"1983-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58409","","","","0"
"1983-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58866","","","","0"
"1983-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58837","","","","0"
"1984-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","58903","","","","0"
"1984-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","59712","","","","0"
"1984-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","59976","","","","0"
"1984-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","59862","","","","0"
"1985-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","60615","","","","0"
"1985-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","60292","","","","0"
"1985-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61262","","","","0"
"1985-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61227","","","","0"
"1986-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","60478","","","","0"
"1986-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61661","","","","0"
"1986-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61717","","","","0"
"1986-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61143","","","","0"
"1987-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61265","","","","0"
"1987-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","61997","","","","0"
"1987-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","62603","","","","0"
"1987-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","62732","","","","0"
"1988-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","62904","","","","0"
"1988-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","62998","","","","0"
"1988-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","63088","","","","0"
"1988-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","63241","","","","0"
"1989-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","63839","","","","0"
"1989-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","63988","","","","0"
"1989-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","64488","","","","0"
"1989-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","64590","","","","0"
"1990-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","64925","","","","0"
"1990-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","65170","","","","0"
"1990-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","65287","","","","0"
"1990-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","65661","","","","0"
"1991-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","65860","","","","0"
"1991-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","65839","","","","0"
"1991-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","66006","","","","0"
"1991-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","66344","","","","0"
"1992-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","66494","","","","0"
"1992-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","66483","","","","0"
"1992-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","66993","","","","0"
"1992-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","67325","","","","0"
"1993-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","68004","","","","0"
"1993-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","67807","","","","0"
"1993-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","67973","","","","0"
"1993-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","67942","","","","0"
"1994-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","68729","","","","0"
"1994-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","68988","","","","0"
"1994-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","68864","","","","0"
"1994-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","69099","","","","0"
"1995-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","69420","","","","0"
"1995-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","69991","","","","0"
"1995-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","70102","","","","0"
"1995-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","70120","","","","0"
"1996-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","70778","","","","0"
"1996-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","71327","","","","0"
"1996-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","70867","","","","0"
"1996-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","71280","","","","0"
"1997-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","71724","","","","0"
"1997-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food and non-alcoholic beverages [C11]","Dollars","81","millions","6","v61988958","1.1.1.1","72201","","","","0"
